depth_ask_at,depth_ask_lag1,depth_ask_lag10,depth_ask_lag3,depth_ask_lag5,depth_bid_at,depth_bid_lag1,depth_bid_lag10,depth_bid_lag3,depth_bid_lag5,imb_at,imb_delta_5_1,imb_lag1,imb_lag10,imb_lag3,imb_lag5,label,mid_lag1,mid_lag10,mid_lag3,mid_lag5,mid_pre5,price,product,qty,side,spread_at,spread_lag1,spread_lag10,spread_lag3,spread_lag5,ts
34,,18,,38,34,,41,,11,0.0,,,0.4444444444444444,,0.0,R1,,9995.0,,9999.0,,9991.0,ASH_COATED_OSMIUM,10,sell,16,,10,,16,907100
35,24,40,,,35,36,40,,,0.0,,-0.3333333333333333,0.0,,,R1,10000.0,9998.0,,,,9991.0,ASH_COATED_OSMIUM,10,sell,16,18,16,,,907300
24,29,11,32,26,29,29,11,32,26,-0.23076923076923078,0.0,0.0,0.0,0.0,0.0,R1,13911.5,13910.5,13911.5,13911.5,0.0,13915.0,INTARIAN_PEPPER_ROOT,5,sell,4,15,15,15,15,911600
7,36,12,27,27,35,36,33,15,18,0.17647058823529413,-0.3333333333333333,0.0,0.0,0.1111111111111111,0.3333333333333333,R1,13913.0,13912.5,13911.0,13911.0,2.0,13908.0,INTARIAN_PEPPER_ROOT,7,buy,2,14,15,18,18,913100
29,34,31,35,24,29,34,31,35,24,0.0,0.0,0.0,0.0,0.0,0.0,R1,13928.5,13927.5,13928.5,13928.0,0.5,13921.0,INTARIAN_PEPPER_ROOT,5,sell,15,15,15,15,22,928800
24,31,29,,20,24,31,29,,30,0.0,0.3333333333333333,0.0,0.0,,-0.3333333333333333,R1,13929.5,13928.5,,13931.0,-1.5,13922.0,INTARIAN_PEPPER_ROOT,6,sell,15,15,15,,18,929900
33,30,26,40,,1,30,37,40,,-0.8571428571428571,,0.0,-0.40540540540540543,0.0,,R1,10003.5,10005.0,10003.0,,,10001.0,ASH_COATED_OSMIUM,4,sell,10,21,18,16,,936400
32,13,,34,30,44,23,,22,43,0.6666666666666666,0.67312661498708,0.2777777777777778,,0.29411764705882354,-0.3953488372093023,R1,10002.5,,10002.0,10004.5,-2.0,10001.0,ASH_COATED_OSMIUM,3,buy,5,19,,18,19,939800
46,30,28,32,40,40,14,43,10,15,0.25,-0.36363636363636365,-0.36363636363636365,-0.3023255813953488,0.0,0.0,R1,10005.5,10004.5,10004.0,10004.0,1.5,10002.0,ASH_COATED_OSMIUM,3,buy,6,19,19,16,16,942800
36,19,20,,29,40,8,29,,8,-0.4666666666666667,-0.4074074074074074,-0.4074074074074074,-0.3793103448275862,,0.0,R1,13962.5,13961.5,,13960.5,2.0,13964.0,INTARIAN_PEPPER_ROOT,4,sell,4,19,19,,15,960700
35,31,29,33,30,16,31,19,21,30,-0.375,0.0,0.0,0.3103448275862069,0.2727272727272727,0.0,R1,13963.5,13960.5,13961.0,13962.5,1.0,13959.0,INTARIAN_PEPPER_ROOT,5,sell,11,15,19,18,15,963300
30,15,31,31,33,37,10,31,31,21,0.4117647058823529,-0.4727272727272727,-0.2,0.0,0.0,0.2727272727272727,R1,13965.0,13962.5,13963.5,13961.0,4.0,13959.0,INTARIAN_PEPPER_ROOT,1,buy,3,18,15,15,18,963500
29,32,20,35,27,11,32,10,35,27,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,R1,13966.5,13967.5,13966.5,13966.5,0.0,13959.0,INTARIAN_PEPPER_ROOT,4,sell,15,15,19,15,15,966600
30,11,,11,42,30,39,,31,42,0.0,0.0,0.0,,0.0,0.0,R1,9992.0,,9992.0,9993.0,-1.0,10000.0,ASH_COATED_OSMIUM,6,buy,16,16,,16,16,968600
25,,41,42,10,27,,15,12,35,-0.8518518518518519,,,0.0,0.0,0.0,R1,,9990.0,9990.0,9990.5,,10001.0,ASH_COATED_OSMIUM,5,buy,13,,16,16,15,972700
12,3,34,,32,27,17,34,,23,0.0,0.26249999999999996,0.7,0.0,,0.4375,R1,13965.0,13971.5,,13970.5,-5.5,13965.0,INTARIAN_PEPPER_ROOT,7,sell,15,6,15,,19,972900
24,11,31,8,29,24,36,31,23,29,0.0,0.0,0.0,0.0,0.0,0.0,R1,13974.5,13973.5,13974.5,13974.5,0.0,13967.0,INTARIAN_PEPPER_ROOT,7,sell,15,15,15,15,15,974800
36,33,28,15,33,33,33,28,24,33,0.45454545454545453,0.0,0.0,0.0,-0.25,0.0,R1,13975.5,13974.5,13977.0,13974.5,1.0,13971.0,INTARIAN_PEPPER_ROOT,3,buy,3,15,15,18,15,975400
33,35,30,35,31,33,12,30,23,31,0.0,0.0,0.0,0.0,0.3142857142857143,0.0,R1,13979.5,13978.5,13977.0,13978.5,1.0,13972.0,INTARIAN_PEPPER_ROOT,7,sell,15,15,15,18,15,979200
37,24,38,37,39,37,24,38,14,39,0.0,0.0,0.0,0.0,0.0,0.0,R1,9993.5,9993.0,9993.0,9994.0,-0.5,10002.0,ASH_COATED_OSMIUM,7,buy,16,21,16,16,16,979800
40,26,,22,33,40,38,,35,33,0.0,-0.3684210526315789,-0.3684210526315789,,-0.2571428571428571,0.0,R1,9994.0,,9993.5,9993.0,1.0,10001.0,ASH_COATED_OSMIUM,7,buy,16,18,,19,16,981900
29,33,25,12,23,29,24,17,33,33,0.0,0.8484848484848484,0.45454545454545453,0.36,-0.6,-0.3939393939393939,R1,13980.5,13979.5,13987.5,13983.5,-3.0,13975.0,INTARIAN_PEPPER_ROOT,4,sell,15,19,19,3,19,982300
37,11,26,42,36,37,11,38,42,36,0.0,0.0,0.0,-0.3684210526315789,0.0,0.0,R1,9992.0,9994.0,9992.0,9992.0,0.0,10000.0,ASH_COATED_OSMIUM,10,buy,16,16,18,16,16,982800
31,27,32,10,28,37,27,32,35,28,-0.2,0.0,0.0,0.0,0.0,0.0,R1,13984.5,13983.5,13984.5,13984.5,0.0,13989.0,INTARIAN_PEPPER_ROOT,6,sell,3,15,15,15,15,984900
37,14,15,,,31,34,45,,,-0.42857142857142855,,0.0,0.0,,,R1,9993.0,9994.0,,,,9991.0,ASH_COATED_OSMIUM,4,sell,10,16,16,,,989500
31,29,34,26,30,16,25,10,26,19,0.391304347826087,0.11794871794871797,0.38461538461538464,0.0,0.0,0.26666666666666666,R1,13985.5,13990.5,13991.5,13989.5,-4.0,13987.0,INTARIAN_PEPPER_ROOT,7,buy,6,3,15,15,19,991600
39,44,39,22,40,14,44,39,35,13,0.0,0.0,0.0,0.0,-0.2571428571428571,0.0,R1,9992.0,9991.0,9993.0,9991.0,1.0,9983.0,ASH_COATED_OSMIUM,5,sell,16,16,16,18,16,991900
37,34,38,30,17,37,34,38,30,35,0.0,-0.4117647058823529,0.0,0.0,0.0,0.4117647058823529,R1,9991.0,9992.0,9991.0,9988.5,2.5,9983.0,ASH_COATED_OSMIUM,5,sell,16,16,16,16,9,995100
36,39,37,24,39,36,19,37,37,29,0.0,-0.8556005398110661,-0.3684210526315789,0.0,-0.2972972972972973,0.48717948717948717,R1,9997.5,9991.0,9994.0,9990.5,7.0,9985.0,ASH_COATED_OSMIUM,4,sell,16,7,16,18,19,995900
37,40,41,37,33,22,11,41,34,33,0.1891891891891892,0.0,0.0,0.0,0.5384615384615384,0.0,R1,9993.0,9993.0,9990.5,9993.0,0.0,9982.0,ASH_COATED_OSMIUM,6,sell,19,16,16,9,16,999800
32,36,36,8,25,10,11,36,8,34,0.0,0.47058823529411764,0.0,0.0,0.0,-0.47058823529411764,R2_296317,13004.0,13003.0,13004.0,13005.5,-1.5,13011.0,INTARIAN_PEPPER_ROOT,5,buy,14,14,14,14,17,4400
36,,29,15,36,32,,29,15,11,0.4666666666666667,,,0.0,0.0,0.0,R2_296317,,13004.0,13004.5,13004.0,,13008.0,INTARIAN_PEPPER_ROOT,3,buy,9,,14,21,14,4800
37,34,40,37,24,41,14,40,37,37,-0.5,0.2972972972972973,0.0,0.0,0.0,-0.2972972972972973,R2_296317,10009.0,10008.0,10008.0,10010.0,-1.0,10000.0,ASH_COATED_OSMIUM,9,sell,10,16,16,16,18,9100
20,35,26,28,25,31,35,17,9,35,-0.2903225806451613,0.42857142857142855,0.0,0.3076923076923077,0.0,-0.42857142857142855,R2_296317,13023.0,13020.5,13023.0,13024.0,-1.0,13016.0,INTARIAN_PEPPER_ROOT,4,sell,17,14,17,14,18,23000
37,20,,19,26,33,31,,11,9,0.42857142857142855,-0.2903225806451613,-0.2903225806451613,,-0.26666666666666666,0.0,R2_296317,13024.5,,13024.5,13023.0,1.5,13019.0,INTARIAN_PEPPER_ROOT,4,buy,3,17,,17,14,23100
28,26,27,30,35,35,26,27,30,35,-0.06666666666666667,0.0,0.0,0.0,0.0,0.0,R2_296317,13033.0,13032.0,13033.0,13033.0,0.0,13037.0,INTARIAN_PEPPER_ROOT,7,sell,3,14,14,14,14,33300
29,26,9,8,15,23,26,16,28,27,-0.5,0.1111111111111111,0.0,0.28,0.0,-0.1111111111111111,R2_296317,13036.0,13033.0,13035.0,13036.5,-0.5,13039.0,INTARIAN_PEPPER_ROOT,3,sell,4,14,18,14,17,35700
24,42,33,23,11,24,34,33,23,34,0.0,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,R2_296317,13032.5,13037.5,13038.0,13038.0,-5.5,13031.0,INTARIAN_PEPPER_ROOT,5,sell,15,3,15,14,14,38500
34,15,29,28,19,22,23,29,17,28,0.29411764705882354,0.05279503105590061,-0.30434782608695654,0.0,0.21428571428571427,-0.35714285714285715,R2_296317,13053.0,13050.0,13049.5,13052.5,0.5,13041.0,INTARIAN_PEPPER_ROOT,4,sell,17,18,14,17,17,51400
33,11,27,25,30,41,26,8,35,30,-0.1111111111111111,0.0,0.0,0.0,-0.42857142857142855,0.0,R2_296317,13052.5,13052.0,13054.0,13052.0,0.5,13056.0,INTARIAN_PEPPER_ROOT,8,sell,4,15,14,18,14,52600
9,,10,23,,36,,26,15,,-0.38461538461538464,,,0.0,0.30434782608695654,,R2_296317,,13067.0,13065.5,,,13071.0,INTARIAN_PEPPER_ROOT,4,sell,4,,14,17,,67600
25,9,30,25,11,30,9,30,25,20,-0.2857142857142857,-0.2903225806451613,0.0,0.0,0.0,0.2903225806451613,R2_296317,13070.0,13069.0,13070.0,13068.5,1.5,13074.0,INTARIAN_PEPPER_ROOT,5,sell,3,14,14,14,17,70400
34,34,28,15,,23,34,28,26,,0.35294117647058826,,0.0,0.0,-0.15384615384615385,,R2_296317,13074.0,13073.0,13075.0,,,13063.0,INTARIAN_PEPPER_ROOT,4,sell,18,14,14,18,,73700
12,10,11,10,27,36,10,35,35,31,0.0,0.38461538461538464,0.0,0.0,0.0,-0.38461538461538464,R2_296317,13077.0,13076.0,13077.0,13082.0,-5.0,13070.0,INTARIAN_PEPPER_ROOT,3,sell,14,14,14,14,4,77200
11,8,27,31,17,35,25,12,31,28,0.0,0.21428571428571427,0.0,0.0,0.0,-0.21428571428571427,R2_296317,13080.0,13079.0,13080.0,13081.5,-1.5,13073.0,INTARIAN_PEPPER_ROOT,5,sell,14,14,14,14,17,80200
34,28,23,9,11,39,10,15,36,32,-0.3333333333333333,0.0,0.0,0.30434782608695654,-0.058823529411764705,0.0,R2_296317,13084.0,13081.5,13089.5,13084.0,0.0,13088.0,INTARIAN_PEPPER_ROOT,5,sell,3,14,17,3,14,84400
22,29,15,32,33,14,29,35,32,33,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,R2_296317,10003.5,10004.0,10004.0,10004.0,-0.5,10001.0,ASH_COATED_OSMIUM,3,buy,6,21,16,16,16,85700
8,32,,28,32,34,22,,19,32,0.15789473684210525,0.375,0.375,,0.35714285714285715,0.0,R2_296317,13090.0,,13089.5,13091.0,-1.0,13087.0,INTARIAN_PEPPER_ROOT,5,buy,2,18,,17,14,91700
34,,,,,34,,,,,0.0,,,,,,R2_296379,,,,,,10000.0,ASH_COATED_OSMIUM,6,sell,16,,,,,0
32,25,36,33,25,22,36,36,33,34,0.375,0.08169934640522875,-0.3888888888888889,0.0,0.0,-0.47058823529411764,R2_296379,13006.0,13003.0,13004.0,13005.5,0.5,13011.0,INTARIAN_PEPPER_ROOT,5,buy,17,18,14,14,17,4400
37,14,10,37,37,41,34,40,22,24,-0.5,-0.2972972972972973,0.0,0.0,0.1891891891891892,0.2972972972972973,R2_296379,10009.0,10008.0,10007.0,10007.5,1.5,10000.0,ASH_COATED_OSMIUM,9,sell,10,16,16,18,19,9100
9,30,30,28,17,32,30,30,28,27,-0.2,0.25925925925925924,0.0,0.0,0.0,-0.25925925925925924,R2_296379,13017.0,13016.0,13017.0,13018.5,-1.5,13013.0,INTARIAN_PEPPER_ROOT,3,sell,10,14,14,14,17,17400
28,17,27,30,24,35,26,27,30,35,-0.06666666666666667,0.06373626373626373,-0.3076923076923077,0.0,0.0,-0.37142857142857144,R2_296379,13034.5,13032.0,13033.0,13034.5,0.0,13037.0,INTARIAN_PEPPER_ROOT,7,sell,3,17,14,14,17,33300
20,26,9,28,27,23,26,25,28,27,-0.7391304347826086,0.0,0.0,0.0,0.0,0.0,R2_296379,13036.0,13035.0,13035.0,13035.0,1.0,13039.0,INTARIAN_PEPPER_ROOT,3,sell,7,14,14,14,14,35700
34,23,29,,9,12,23,29,,28,0.0,0.0,0.0,0.0,,0.0,R2_296379,13051.0,13050.0,,13051.0,0.0,13044.0,INTARIAN_PEPPER_ROOT,4,sell,14,14,14,,14,51400
23,26,27,35,30,41,15,27,35,12,-0.4838709677419355,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,R2_296379,13051.0,13052.0,13052.0,13052.0,-1.0,13056.0,INTARIAN_PEPPER_ROOT,8,sell,7,18,14,14,14,52600
33,28,9,12,27,29,28,26,17,8,0.42857142857142855,0.0,0.0,0.0,0.1724137931034483,0.0,R2_296379,13071.0,13070.5,13069.5,13071.0,0.0,13067.0,INTARIAN_PEPPER_ROOT,3,buy,3,14,15,17,14,71500
34,34,9,26,24,11,34,9,26,28,0.0,-0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,R2_296379,13074.0,13073.0,13073.0,13067.5,6.5,13067.0,INTARIAN_PEPPER_ROOT,4,sell,14,14,14,14,3,73700
36,26,24,35,9,36,26,35,35,31,0.0,0.38461538461538464,0.0,-0.37142857142857144,0.0,-0.38461538461538464,R2_296379,13077.0,13078.0,13077.0,13082.0,-5.0,13070.0,INTARIAN_PEPPER_ROOT,3,sell,14,14,18,14,4,77200
35,17,15,,11,11,25,27,,28,0.0,-0.36,-0.36,-0.1111111111111111,,0.0,R2_296379,13081.5,13081.0,,13080.0,1.5,13073.0,INTARIAN_PEPPER_ROOT,5,sell,14,17,18,,14,80200
27,9,26,30,8,33,30,26,30,31,-0.29411764705882354,0.0,0.0,0.0,0.0,0.0,R2_296379,13083.0,13082.0,13083.0,13082.5,0.5,13086.0,INTARIAN_PEPPER_ROOT,6,sell,4,14,14,14,15,83000
22,29,11,27,10,27,10,11,27,18,-0.6296296296296297,-0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,R2_296379,13085.0,13084.0,13084.5,13082.5,2.5,13088.0,INTARIAN_PEPPER_ROOT,5,sell,7,14,14,15,17,84800
44,29,35,32,33,36,43,15,10,12,0.2727272727272727,-0.3488372093023256,-0.3488372093023256,0.0,0.0,0.0,R2_296379,10004.5,10004.0,10004.0,10004.0,0.5,10001.0,ASH_COATED_OSMIUM,3,buy,6,19,16,16,16,85700
42,32,20,28,32,34,32,20,28,11,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,R2_296379,13092.0,13090.5,13091.0,13091.0,1.0,13087.0,INTARIAN_PEPPER_ROOT,5,buy,2,14,21,14,14,91700
8,30,32,28,25,8,30,32,28,25,0.0,0.0,0.0,0.0,0.0,0.0,R2_296379,13095.0,13094.0,13095.0,13095.0,0.0,13091.0,INTARIAN_PEPPER_ROOT,1,buy,3,14,14,14,14,95100
43,13,35,11,36,43,23,35,20,36,0.0,0.2777777777777778,0.2777777777777778,0.0,0.2903225806451613,0.0,R2_296379,10000.0,10002.0,10000.0,10001.0,-1.0,10010.0,ASH_COATED_OSMIUM,6,buy,16,18,16,18,16,96900
43,13,35,11,36,43,23,35,20,36,0.0,0.2777777777777778,0.2777777777777778,0.0,0.2903225806451613,0.0,R2_296379,10000.0,10002.0,10000.0,10001.0,-1.0,10010.0,ASH_COATED_OSMIUM,8,buy,16,18,16,18,16,96900
22,36,12,8,25,22,25,36,33,34,0.0,0.8594771241830066,0.3888888888888889,0.0,0.0,-0.47058823529411764,R2_296878,13002.5,13003.0,13004.0,13005.5,-3.0,13015.0,INTARIAN_PEPPER_ROOT,5,buy,21,17,14,14,17,4400
37,20,40,37,37,29,34,10,37,24,-0.5,-0.4737678855325914,-0.17647058823529413,0.0,0.0,0.2972972972972973,R2_296878,10010.0,10008.0,10008.0,10007.5,2.5,10006.0,ASH_COATED_OSMIUM,4,sell,10,18,16,16,19,9100
31,25,26,28,35,20,35,17,28,25,0.2903225806451613,-0.8571428571428571,-0.42857142857142855,0.3076923076923077,0.0,0.42857142857142855,R2_296878,13024.5,13020.5,13023.0,13021.0,3.5,13013.0,INTARIAN_PEPPER_ROOT,4,sell,17,17,17,14,18,23000
37,31,21,30,26,23,20,12,30,26,0.7037037037037037,0.2903225806451613,0.2903225806451613,-0.2727272727272727,0.0,0.0,R2_296878,13021.5,13023.5,13023.0,13023.0,-1.5,13019.0,INTARIAN_PEPPER_ROOT,4,buy,6,17,17,14,14,23100
28,26,12,30,35,35,17,27,30,35,-0.06666666666666667,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,R2_296878,13031.5,13032.0,13033.0,13033.0,-1.5,13037.0,INTARIAN_PEPPER_ROOT,7,sell,3,17,14,14,14,33300
9,8,25,20,27,12,18,25,28,27,-0.5,0.38461538461538464,0.38461538461538464,0.0,-0.42857142857142855,0.0,R2_296878,13034.0,13035.0,13037.0,13035.0,-1.0,13039.0,INTARIAN_PEPPER_ROOT,3,sell,4,18,14,18,14,35700
41,31,31,,27,33,31,9,,27,0.15789473684210525,0.0,0.0,0.0,,0.0,R2_296878,13045.0,13044.0,,13044.0,1.0,13040.0,INTARIAN_PEPPER_ROOT,8,buy,2,14,14,,14,44700
34,23,29,28,19,34,8,29,28,28,0.0,0.35714285714285715,0.0,0.0,0.0,-0.35714285714285715,R2_296878,13051.0,13050.0,13051.0,13052.5,-1.5,13044.0,INTARIAN_PEPPER_ROOT,4,sell,14,14,14,14,17,51400
33,26,,35,30,18,11,,35,30,-0.1111111111111111,0.0,0.0,,0.0,0.0,R2_296878,13052.5,,13052.0,13052.0,0.5,13056.0,INTARIAN_PEPPER_ROOT,8,sell,4,15,,14,14,52600
32,19,,23,31,36,28,,8,31,-0.38461538461538464,-0.35714285714285715,-0.35714285714285715,,0.0,0.0,R2_296878,13069.0,,13067.0,13067.0,2.0,13071.0,INTARIAN_PEPPER_ROOT,4,sell,4,18,,14,14,67600
25,9,19,25,11,30,32,30,25,31,-0.2857142857142857,0.0,0.0,-0.26666666666666666,0.0,0.0,R2_296878,13070.0,13071.0,13070.0,13070.0,0.0,13074.0,INTARIAN_PEPPER_ROOT,5,sell,3,14,18,14,14,70400
34,9,9,26,19,34,34,28,26,9,0.0,0.35714285714285715,0.0,0.0,0.0,-0.35714285714285715,R2_296878,13074.0,13073.0,13073.0,13075.0,-1.0,13067.0,INTARIAN_PEPPER_ROOT,4,sell,14,14,14,14,18,73700
36,,,35,27,36,,,35,31,0.0,,,,0.0,-0.38461538461538464,R2_296878,,,13077.0,13082.0,,13070.0,INTARIAN_PEPPER_ROOT,3,sell,14,,,14,4,77200
35,17,27,31,17,24,25,12,31,11,0.37142857142857144,-0.1457142857142857,-0.36,0.0,0.0,-0.21428571428571427,R2_296878,13081.5,13079.0,13080.0,13081.5,0.0,13070.0,INTARIAN_PEPPER_ROOT,5,sell,17,17,14,14,17,80200
24,28,23,9,32,15,28,23,27,32,-0.6551724137931034,0.0,0.0,0.0,-0.058823529411764705,0.0,R2_296878,13084.0,13083.0,13089.5,13084.0,0.0,13088.0,INTARIAN_PEPPER_ROOT,5,sell,7,14,14,3,14,84400
30,10,11,,28,13,29,29,,28,-0.23076923076923078,0.0,0.0,0.0,,0.0,R2_296878,13085.0,13084.0,,13084.0,1.0,13088.0,INTARIAN_PEPPER_ROOT,5,sell,4,14,14,,14,84800
30,29,15,,21,36,29,35,,33,0.2727272727272727,0.2727272727272727,0.0,0.0,,-0.2727272727272727,R2_296878,10003.5,10004.0,,10005.0,-1.5,10001.0,ASH_COATED_OSMIUM,3,buy,6,21,16,,18,85700
42,32,29,28,21,11,10,29,28,32,0.15789473684210525,0.3125,0.0,0.0,0.0,-0.3125,R2_296878,13092.0,13091.0,13091.0,13093.0,-1.0,13087.0,INTARIAN_PEPPER_ROOT,5,buy,2,14,14,14,18,91700
38,30,12,19,25,30,30,20,28,25,0.0,0.0,0.0,0.25,-0.35714285714285715,0.0,R2_296878,13095.0,13092.5,13096.5,13095.0,0.0,13091.0,INTARIAN_PEPPER_ROOT,1,buy,3,14,17,17,14,95100
13,,,,,34,,,,,0.0,,,,,,R2_297226,,,,,,10000.0,ASH_COATED_OSMIUM,6,sell,16,,,,,0
37,20,10,37,13,37,14,40,37,37,0.0,-0.17647058823529413,-0.17647058823529413,0.0,0.0,0.0,R2_297226,10010.0,10008.0,10008.0,10009.0,1.0,10000.0,ASH_COATED_OSMIUM,9,sell,16,18,16,16,16,9100
26,8,30,28,10,15,8,30,28,27,-0.2,0.0,0.0,0.0,0.0,0.0,R2_297226,13017.0,13016.0,13017.0,13017.0,0.0,13013.0,INTARIAN_PEPPER_ROOT,3,sell,10,14,14,14,14,17400
31,35,,28,10,11,35,,19,35,0.0,0.0,0.0,,0.35714285714285715,0.0,R2_297226,13023.0,,13021.0,13022.5,0.5,13016.0,INTARIAN_PEPPER_ROOT,4,sell,14,14,,18,15,23000
20,26,9,28,27,32,26,25,28,12,-0.7391304347826086,0.0,0.0,0.0,0.0,0.0,R2_297226,13036.0,13035.0,13035.0,13035.0,1.0,13039.0,INTARIAN_PEPPER_ROOT,3,sell,7,14,14,14,14,35700
41,8,31,43,18,11,23,22,32,27,0.15789473684210525,0.8172043010752688,0.4838709677419355,0.41935483870967744,0.0,-0.3333333333333333,R2_297226,13043.0,13042.0,13042.0,13045.5,-2.5,13040.0,INTARIAN_PEPPER_ROOT,8,buy,2,18,18,10,17,44700
34,23,29,28,28,34,23,29,17,19,0.0,-0.35714285714285715,0.0,0.0,0.21428571428571427,0.35714285714285715,R2_297226,13051.0,13050.0,13049.5,13049.5,1.5,13044.0,INTARIAN_PEPPER_ROOT,4,sell,14,14,14,17,17,51400
33,11,27,,12,31,15,27,,30,-0.1111111111111111,0.15384615384615385,0.15384615384615385,0.0,,0.0,R2_297226,13051.0,13052.0,,13052.0,-1.0,13056.0,INTARIAN_PEPPER_ROOT,8,sell,4,18,14,,14,52600
32,9,26,23,20,36,28,26,23,31,-0.38461538461538464,0.2903225806451613,0.0,0.0,0.0,-0.2903225806451613,R2_297226,13067.5,13067.0,13067.0,13068.5,-1.0,13071.0,INTARIAN_PEPPER_ROOT,4,sell,4,15,14,14,17,67600
16,32,30,25,31,30,23,30,25,31,-0.5238095238095238,0.4375,0.4375,0.0,0.0,0.0,R2_297226,13068.5,13069.0,13070.0,13070.0,-1.5,13074.0,INTARIAN_PEPPER_ROOT,5,sell,7,17,14,14,14,70400
14,28,26,29,27,19,28,9,29,8,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,R2_297226,13071.0,13070.5,13071.0,13071.0,0.0,13067.0,INTARIAN_PEPPER_ROOT,3,buy,6,14,15,14,14,71500
11,34,9,26,33,34,34,19,11,28,0.0,-0.2857142857142857,0.0,0.35714285714285715,0.0,0.2857142857142857,R2_297226,13074.0,13071.0,13073.0,13067.5,6.5,13067.0,INTARIAN_PEPPER_ROOT,4,sell,14,14,18,14,3,73700
36,10,24,35,27,36,26,35,35,31,0.0,0.38461538461538464,0.0,-0.37142857142857144,0.0,-0.38461538461538464,R2_297226,13077.0,13078.0,13077.0,13082.0,-5.0,13070.0,INTARIAN_PEPPER_ROOT,3,sell,14,14,18,14,4,77200
35,8,27,31,28,35,25,15,31,28,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,R2_297226,13080.0,13077.5,13080.0,13080.0,0.0,13073.0,INTARIAN_PEPPER_ROOT,5,sell,14,14,17,14,14,80200
27,30,16,30,23,22,30,26,11,31,-0.29411764705882354,0.4838709677419355,0.0,-0.23076923076923078,0.0,-0.4838709677419355,R2_297226,13083.0,13083.5,13083.0,13084.0,-1.0,13086.0,INTARIAN_PEPPER_ROOT,6,sell,4,14,17,14,18,83000
34,18,15,28,32,15,28,23,17,32,-0.3333333333333333,-0.2857142857142857,-0.2857142857142857,-0.30434782608695654,-0.058823529411764705,0.0,R2_297226,13086.0,13085.0,13089.5,13084.0,2.0,13088.0,INTARIAN_PEPPER_ROOT,5,sell,3,18,18,3,14,84400
30,29,18,27,18,35,29,29,27,28,-0.23076923076923078,0.2857142857142857,0.0,-0.2413793103448276,0.0,-0.2857142857142857,R2_297226,13085.0,13085.5,13084.5,13086.0,-1.0,13088.0,INTARIAN_PEPPER_ROOT,5,sell,4,14,17,15,18,84800
30,14,35,,33,22,43,35,,33,0.4666666666666667,0.0,0.0,0.0,,0.0,R2_297226,10003.0,10004.0,,10004.0,-1.0,10001.0,ASH_COATED_OSMIUM,3,buy,8,16,16,,16,85700
41,43,42,25,43,41,15,21,38,43,0.0,0.0,0.0,-0.14285714285714285,-0.3157894736842105,0.0,R2_297226,10001.0,10007.0,10003.0,10002.0,-1.0,10009.0,ASH_COATED_OSMIUM,2,buy,16,16,6,18,16,90700
31,22,29,,32,34,32,20,,32,0.15789473684210525,-0.375,-0.375,0.3793103448275862,,0.0,R2_297226,13093.5,13089.0,,13091.0,2.5,13087.0,INTARIAN_PEPPER_ROOT,5,buy,2,17,18,,14,91700
38,30,32,,17,30,30,32,,17,0.0,0.0,0.0,0.0,,0.0,R2_297226,13095.0,13094.0,,13094.5,0.5,13091.0,INTARIAN_PEPPER_ROOT,1,buy,3,14,14,,21,95100
35,31,11,39,40,14,31,32,39,40,0.0,0.0,0.0,0.0,0.0,0.0,R2_297226,10002.0,10002.0,10002.0,10002.0,0.0,10010.0,ASH_COATED_OSMIUM,3,buy,16,16,16,16,16,95900
43,13,35,31,36,14,36,14,11,36,0.0,0.0,0.0,0.0,0.0,0.0,R2_297226,10001.0,10002.0,10001.0,10001.0,0.0,10010.0,ASH_COATED_OSMIUM,6,buy,16,16,16,16,16,96900
43,13,35,31,36,14,36,14,11,36,0.0,0.0,0.0,0.0,0.0,0.0,R2_297226,10001.0,10002.0,10001.0,10001.0,0.0,10010.0,ASH_COATED_OSMIUM,8,buy,16,16,16,16,16,96900
